Q5,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,experience_overall,CV_easy,CV_novel,years_experience,Q274,Q275,Q276,job_gender_type,normative_job_gender,Q208_First Click,Q208_Last Click,Q208_Page Submit,Q208_Click Count,nCRT1,nCRT2,nCRT3,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,novel_acheck,Q117,PROLIFIC_PID,condition,job,job_desc,name,CVlink,job_pop
ice,29.217,106.939,108.4,13,6,5,4,11,0,31,7,5,4,3.113,17.737,20.938,6,First ,8,Emily ,0,,66,2,5,,No ,4,40,301,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,43.296,53.844,58.136,4,6,5,2,11,0,30,7,4,4,1.347,12.282,23.753,3,first,8,Emily,0,,66,2,6,,no,4,37,302,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Sv2e7JqUaMar4x,finance managers
ice,55.974,89.454,90.433,3,6,7,2,11,0,38,7,7,4,3.981,20.316,27.885,3,second,8,Emily,0,,80,2,2,,No,4,40,303,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,,,,,,
ice,248.962,264.536,265.963,3,6,7,4,11,0,32,7,6,4,9.611,30.015,39.889,4,second,8,Emily,0,,62,2,3,,No,4,40,305,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6jT7jMsCmnccoB,software engineers
ice,41.606,50.34,52.125,3,7,7,5,7,0,26,7,4,4,9.727,27.028,31.629,2,first,7,Emily,1,,51,2,5,,No,4,36,306,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,9.061,253.202,254.455,16,7,6,2,10,0,40,7,7,4,6.438,26.609,39.19,3,first place,8,Emily,0,,67,2,8,A level,No,4,43,307,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,7.016,18.08,19.156,7,4,3,5,7,0,38,7,7,5,1.274,1.274,14.238,1,first,8,Emily,1,,67,3,6,,No.,4,42,308,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,35.599,90.503,92.188,13,6,4,2,9,0,32,7,1,4,5.001,23.887,24.877,4,Second,8,Emily,1,,51,2,5,,No,4,40,309,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bD6vNJmzlMToJEx,HR managers
ice,24.57,59.839,64.113,18,5,6,2,11,0,35,7,3,4,2.07,33.317,36.081,4,First,7,June,1,,64,3,3,,No,4,45,310,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zfh2971IUiaJJb,HR managers
ice,12.173,37.373,38.813,7,5,7,4,11,0,32,7,2,5,2.298,15.09,17.719,5,First,8,Emily,0,,64,2,6,,No,4,40,311,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,,,,,,
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,,,
ice,97.988,108.663,110.36,5,6,7,4,9,0,30,7,6,4,3.287,15.067,17.696,3,second,8,Emily,0,,83,3,3,,No,4,37,314,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,1.232,68.847,69.57,17,7,7,5,12,0,33,7,7,4,7.982,30.301,33.416,5,First,8,Emily,0,,60,2,5,,No,4,37,315,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,5.308,67.694,68.823,20,5,4,2,6,0,35,7,1,2,2.333,16.528,19.601,5,Second ,15,Emily ,0,,72,2,7,,No,4,38,316,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,100.769,125.065,125.506,10,7,6,4,11,0,32,7,7,4,2.17,2.17,24.747,1,Second,8,Emily,1,,71,2,7,,,7,37,317,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,16.667,57.512,58.472,12,7,5,3,11,0,32,7,4,4,11.47,23.333,30.886,4,Second,8,Emily,0,,68,2,5,,No,5,31,318,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
ice,3.658,10.447,11.416,7,6,5,5,11,0,31,7,5,4,0.947,8.142,8.829,6,First ,8,Emily ,0,,76,2,3,,no,7,45,319,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1NORfct9yf7RSWF,finance managers
ice,25.79,38.245,38.564,4,5,5,3,8,0,25,7,5,4,2.038,10.583,15.376,3,2nd,8,emily,1,,81,2,3,,no,4,40,320,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3fJWGbHiP22IhLf,call centre workers
ice,57.544,76.526,77.83,13,7,6,5,8,0,38,7,3,4,3.752,121.612,123.984,4,First,7,June,1,,61,2,2,,No,6,45,321,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YMMIUo402EM0tL,HR managers
ice,27.434,95.357,96.339,6,6,3,3,11,0,35,7,6,4,3.67,22.538,28.273,4,second place,8,Emily,0,,72,2,5,,no,4,37,322,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,2.768,75.489,76.141,14,7,7,6,11,0,34,7,6,4,1.926,8.382,13.57,3,First,8,Emily,0,,78,2,5,,No,7,45,323,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6jT7jMsCmnccoB,software engineers
ice,4.415,148.416,152.228,39,6,7,3,12,0,30,7,2,4,7.659,22.916,27.45,6,First,8,Emily,1,,69,2,5,,No,4,34,324,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,43.072,48.6,51.652,4,4,5,2,5,0,26,7,7,4,2.907,28.587,33.463,3,1st,7,June,0,,70,2,5,,no,4,29,325,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6jT7jMsCmnccoB,software engineers
ice,14.437,20.173,21.033,4,5,5,4,6,0,25,7,5,5,6.803,20.811,31.261,3,1st,7,emily,1,,81,2,2,,No,4,37,326,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4TqycRlQv5h5aMB,software engineers
ice,15.877,48.043,48.836,19,5,5,4,21,0,42,7,3,4,7.801,37.962,41.137,10,second place,8,Emily,1,,63,2,3,,No,6,32,327,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,23.199,205.775,216.059,6,6,6,2,11,0,35,7,6,4,3.565,15.176,21.774,3,first,7,Emily,1,,53,2,4,,,4,42,328,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_79XyVAnrbiNCIux,software engineers
ice,14.619,75.906,76.968,10,7,7,1,9,0,30,7,7,4,6.009,38.382,42.808,3,First,7,June,0,,68,2,5,,No,4,40,329,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4TqycRlQv5h5aMB,software engineers
ice,8.584,50.438,52.059,5,7,7,5,5,0,27,7,5,4,3.074,19.281,22.82,6,first,8,Emily,1,,75,9,6,,No,4,45,330,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zLxR0tuCCL6Qnj,HR managers
ice,99.022,108.596,109.491,4,6,7,4,8,0,32,7,3,4,5.923,40.096,43.949,5,second,8,Emily,1,,68,2,2,,No,7,44,331,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
ice,20.996,94.727,96.637,10,6,6,2,7,0,30,7,2,4,3.235,13.562,19.83,3,First,7,Emily,0,,78,2,5,,No,4,33,332,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BZgpTNvgcYam0J,finance managers
ice,13.496,91.549,97.382,16,6,6,4,13,0,33,7,3,4,1.931,14.248,14.584,4,Second place,8,Emily,0,,76,2,6,,,4,34,333,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ice,2.169,69.685,70.7,12,6,3,1,7,0,25,7,2,4,2.952,31.144,36.545,6,first ,8,Emily ,1,,77,5,5,,No ,4,38,334,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ice,88.375,94.678,95.345,4,5,6,4,11,0,32,7,5,4,1.368,141.608,144.145,8,Second,8,Emily,0,,66,2,6,,,4,40,335,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1NORfct9yf7RSWF,finance managers
ice,129.093,149.007,150.655,4,7,6,6,9,0,32,7,2,2,3.9,95.458,105.394,10,second,8,Emily,0,,72,2,5,,No,6,32,336,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BZgpTNvgcYam0J,finance managers
ice,7.49,23.027,23.774,5,6,7,2,11,0,33,7,3,4,3.233,11.299,14.586,4,second,8,Emily,0,,71,5,6,,No,4,36,337,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,15.507,30.601,31.987,6,4,6,2,11,0,30,7,2,4,7.001,19.701,23.686,5,First,8,Emily,0,,60,2,3,,No,5,43,338,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zfh2971IUiaJJb,HR managers
ice,5.793,72.956,74.746,28,5,6,6,11,0,31,7,7,4,4.1,20.01,20.775,6,2nd,8,Emily,0,,67,2,5,,No,4,40,339,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OS2jU7nO4crQjz,finance managers
ice,71.651,101.23,103.409,4,6,6,2,8,0,28,7,5,4,4.567,18.723,25.771,3,second,8,emily,0,,78,8,5,,No.,4,37,340,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6zLxR0tuCCL6Qnj,HR managers
ice,0.286,149.195,150.288,43,5,4,4,16,0,32,7,6,4,30.826,75.411,87.244,6,Second ,8,June,0,,72,2,6,,No,5,38,341,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,
ice,73.054,175.025,181.418,17,6,7,2,15,0,31,7,2,4,9.075,29.294,37.204,5,2nd,8,Emily,1,,54,2,3,,No,5,26,343,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agSaIeW9zA0AvMV,call centre workers
ice,18.439,47.183,48.242,13,4,7,1,6,0,30,7,1,4,13.654,34.294,39.141,6,2nd,8,Emily,0,,45,2,3,,No,6,40,344,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elBnPChbeTcwewt,HR managers
ice,62.255,154.865,156.196,4,7,6,3,11,0,33,7,3,4,3.302,32.191,35.795,6,second,8,emily,0,,44,2,4,,No,4,36,345,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3OfX0DdT5dkBLoN,HR managers
ice,2.681,79.444,81.809,5,6,7,4,11,0,34,7,6,4,4.655,4.655,27.199,1,Second,8,June,1,,66,2,3,,,4,34,346,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
ice,26.676,50.031,53.024,3,6,5,1,9,0,35,7,7,3,4.65,14.397,25.057,3,first,7,Emily,1,,66,5,6,,,4,39,347,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVMhqojZul4HvtH,finance managers
ice,81.355,104.242,108.267,3,6,4,1,11,0,38,6,5,3,7.048,23.991,27.831,3,second,8,Emily,0,,79,5,5,,No,4,38,348,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1M8G1kMRmhaKQtf,finance managers
ice,9.679,36.515,37.77,6,7,6,5,11,0,35,7,5,4,2.46,9.623,16.821,4,First,7,June,1,,51,2,3,,,4,42,349,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1NORfct9yf7RSWF,finance managers
ice,142.014,154.021,155.731,3,4,6,3,11,0,34,7,6,4,5.736,26.312,31.894,4,First,8,Emily,0,,56,2,5,,,4,34,350,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6y9hsiKBIS4N6Xr,software engineers
ice,42.095,61.631,62.809,3,7,6,4,9,0,36,7,3,4,4.725,21.444,31.935,3,first,7,emily,1,,49,2,5,,no,4,30,351,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Sv2e7JqUaMar4x,finance managers
ice,4.9,27.276,28.485,12,4,7,4,5,0,26,4,4,5,0.883,45.946,63.726,4,Second ,6,Emily ,1,,78,1,5,,No,4,39,352,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,7.372,203.224,204.139,25,7,6,3,11,0,34,7,5,4,7.027,23.954,35.824,3,2,7,Emily,0,,78,2,5,,No,4,33,353,control,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVMhqojZul4HvtH,finance managers
ice,40.142,77.439,78.208,5,7,3,4,9,0,30,7,6,4,1.004,34.748,39.124,5,second,1,emily,1,,82,2,8,A levels,no,7,40,354,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_exSC8FvirVmFFLT,call centre workers
ice,51.287,60.684,61.763,4,7,6,4,8,0,31,7,6,4,2.453,11.147,15.357,3,1st,8,what,0,,66,2,3,,,4,40,355,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,57.29,63.757,64.753,3,7,5,4,12,0,30,8,5,4,1.961,111.855,117.402,10,third,7,Emily,1,,65,3,5,,No,7,43,356,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0qSnH2u1fw38HcN,software engineers
ice,5.37,66.796,68.97,27,5,6,5,11,1,35,7,4,4,6.441,20.261,26.332,3,second,8,emily,1,,74,1,5,,"No, thank you.",4,44,357,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,,,
Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,,,,
ice,16.465,109.469,111.23,37,4,5,5,11,0,30,7,6,4,4.314,66.267,67.114,9,Second,8,Emily,1,,66,2,5,,no,4,33,360,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
ice,44.642,60.537,62.339,4,7,7,4,12,0,30,7,2,4,6.559,29.417,33.91,4,1st,8,June,1,,60,2,7,,NO,4,38,361,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bQjK4A5fEtnSqot,call centre workers
ice,12.414,48.1,48.681,16,5,5,2,12,0,32,7,3,4,1.068,14.736,15.378,8,Second,8,Emily,1,,68,2,5,,No,4,34,362,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cV1xQ92Fx5Zyr2J,call centre workers
ice,23.945,172.898,174.198,10,6,6,4,6,0,26,7,3,4,3.508,54.093,55.155,8,Second,8,Emily,0,,73,2,5,,No,4,32,363,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9YMMIUo402EM0tL,HR managers
ice,9.025,80.018,81.086,16,4,5,5,7,0,30,7,5,4,4.252,21.469,35.058,4,first,8,emily,0,,71,2,5,,No,5,33,364,treat,Finance,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dg63nWmpeFjsGtn,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ebrvGgsSC6yKSYB,finance managers
ice,30.071,35.358,35.612,9,6,4,3,9,0,45,7,4,4,0.829,21.531,21.831,2,second place,8,Emily,1,,83,3,3,,No,4,38,365,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
ice,4.116,123.185,124.641,13,6,5,5,11,0,35,8,6,4,6.653,43.231,45.74,4,first,8,Emily,0,,78,2,5,,No,7,39,366,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TMMc2BY3KeehpP,software engineers
ice,17.669,21.061,21.921,3,6,4,3,7,0,27,7,2,4,4.231,13.454,16.539,3,second,8,Emily,0,,82,2,3,,no,4,40,367,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agSaIeW9zA0AvMV,call centre workers
ice,43.363,48.985,50.607,3,6,6,6,7,0,27,7,6,4,2.763,12.217,18.782,3,second,8,Emily,0,,72,2,4,,No,4,40,368,control,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7R0t5SCoOqmfDdb,software engineers
ice,96.326,106.881,110.059,4,6,7,4,7,0,32,7,6,3,1.296,1.296,10.024,1,first,8,June,0,,79,2,3,,No,5,39,369,treat,Software,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqhwHeTZ4qbv2kt,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bpZ1BN1DevLXZjL,software engineers
ice,190.046,200.972,208.179,3,7,6,4,11,0,38,7,4,4,3.863,24.354,27.382,3,first,8,Emily,1,,53,2,5,,No.,4,42,370,treat,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,lauren,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8kugWgoBPhLdvs9,HR managers
ice,24.481,137.378,138.453,11,6,6,2,7,0,35,7,5,4,5.193,22.147,26.284,3,1st,7,June,0,,50,2,5,,No,4,40,371,control,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,sarah,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5hofTU2c1qmgst,call centre workers
ice,0.85,29.189,30.052,17,5,5,4,9,0,24,7,4,4,6.198,17.826,19.765,5,Second,8,Emily,0,,67,2,5,,No,4,32,372,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,rebecca,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86xvTRwRx6KMjyd,HR managers
ice,3.881,52.382,56.026,20,4,3,3,4,0,21,7,5,4,1.684,10.269,15.959,4,1st,8,Emily,0,,79,2,5,,Too many attention checks,4,37,373,treat,Call Centre,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KGrvLr0djamFXT,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6L0d9si9BNfwEQJ,call centre workers
ice,1.468,136.078,137.416,14,6,5,4,9,0,36,7,1,4,1.704,11.688,16.377,3,First,7,Emily,0,,63,2,999,,No,4,40,374,control,HR,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEjlugTWABRuGzj,jessica,https://hbs.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bD6vNJmzlMToJEx,HR managers
