CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
C_D	Manufacturing; electricity, gas, steam and air conditioning supply	Industrie manufacturière; production et distribution d'électricité, de gaz et de climatisation	Verarbeitendes Gewerbe/Herstellung von Waren	Y	This aggregate includes NACE sections C and D
HTC	High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)	Secteurs de haute technologie (Secteur manufacturier de haute technologie et secteur des services à haute technologie et à haut niveau de savoir)	Spitzentechnologiesektoren (Gewerbe mit hohem Technologieniveau und wissensintensiven Dienstleistungen mit hohem Technologieniveau)	Y	This aggregate includes the following NACE activities: C21, C26, C30.3, J59 to J63 and M72
C	Manufacturing	Industrie manufacturière	Verarbeitendes Gewerbe/Herstellung von Waren	Y	
C_CL	Manufacturing - for cooling purposes	Industrie manufacturière - refroidissement	Verarbeitendes Gewerbe/Herstellung von Waren - Kühlung	Y	
C_HTC_MH	High and medium high-technology manufacturing	Industrie manufacturière de haute et de moyenne-haute technologie	Verarbeitendes Gewerbe in der Spitzen- und mittleren Hochtechnologie	Y	This aggregate includes the following NACE activities: C20, C21, C25.4, C26, C27 to C29, C30 (except C30.1 and 30.3) and C32.5
C_HTC_M	Medium high-technology manufacturing	Industrie manufacturière de moyenne haute technologie	Verarbeitendes Gewerbe in der mittleren Hochtechnologie	Y	This aggregate includes the following NACE activities: C20, C25.4, C27 to C29, C30 (except C30.1 and C30.3) and C32.5
C_HTC	High-technology manufacturing	Industrie manufacturière de haute technologie	Verarbeitendes Gewerbe in der Spitzentechnologie	Y	This aggregate includes the following NACE activities: C21, C26 and C30.3
C_LTC_LM	Low and medium low-technology manufacturing	Industrie manufacturière de moyenne faible et faible technologie	Verarbeitendes Gewerbe in der Niedrig- und mittelniedrigen Technologie	Y	This aggregate includes the following NACE activities: C10 to C19, C22 to C24, C25 (except C25.4), C30.1, C31, C32 (except C32.5) and C33
C_LTC_M	Medium low-technology manufacturing	Industrie manufacturière de moyenne faible technologie	Verarbeitendes Gewerbe in der mittelniedrigen Technologie	Y	This aggregate includes the following NACE activities: C18.2, C19, C22 to C24, C25 (except C25.4), C30.1 and C33
C_LTC	Low-technology manufacturing	Industrie manufacturière de faible technologie	Verarbeitendes Gewerbe in der Niedrigtechnologie	Y	This aggregate includes the following NACE activities: C10 to C17, C18 (except C18.2), C31 and C32 (except C32.5)
C_ORD	Manufacturing, for new orders	Industrie manufacturière, pour les nouvelles commandes	Verarbeitendes Gewerbe/Herstellung von Waren, für Auftragseingänge	Y	This aggregate includes the following NACE activities: C13, C14, C17, C20, C21, C24 to C30
C_ORD_X_C30	Manufacturing, for new orders (except heavy transport equipment)	Industrie manufacturière, pour les nouvelles commandes (hors matériel de transport autre que les véhicules et automobiles)	Verarbeitendes Gewerbe/Herstellung von Waren, für Auftragseingänge (ohne Ausrüstungen für Schwertransporte)	Y	This aggregate includes the following NACE activities: C13, C14, C17, C20, C21, C24 to C29
C_X_STEEL	Manufacturing (except steel and building of ships and boats)	Industrie manufacturière (sauf acier et construction navale)	Verarbeitendes Gewerbe/Herstellung von Waren (ohne stahl und Schiff- und Bootsbau)	Y	
C10-S951_X_K	All activities, without financial sector	Toutes activités, hors secteur financier	Alle Aktivitäten, ohne Finanzsektor	Y	
C10-C18	Manufacture of products based on: food, beverages, tobacco, textile, leather, wood, pulp and paper; publishing and printing	Industries alimentaires à base de: aliments, boissons, tabac, textile, cuir, bois, pâte à papier et papier; édition et impression	Herstellung von Produkten auf Basis von: Lebensmitteln, Getränken, Tabak, Textilien, Leder, Holz, Zellstoff und Papier; Veröffentlichung und Druck	Y	
C10-C12	Manufacture of food products; beverages and tobacco products	Industries alimentaires; fabrication de boissons et de produits à base de tabac	Herstellung von Nahrungs- und Futtermitteln; Getränkeherstellung und Tabakverarbeitung	Y	This aggregate includes the NACE activities C10, C11 and C12
C10_C11	Manufacture of food products and beverages	Industries alimentaires; fabrication de boissons	Herstellung von Nahrungs- und Futtermitteln; Getränkeherstellung	Y	This aggregate includes the NACE activities C10 and C11
C10	Manufacture of food products	Industries alimentaires	Herstellung von Nahrungs- und Futtermitteln	Y	
C101	Processing and preserving of meat and production of meat products	Transformation et conservation de la viande et préparation de produits à base de viande	Schlachten und Fleischverarbeitung	Y	
C101_PRC	Processing of meat and production of meat products	Transformation de la viande et préparation de produits à base de viande	Schlachten und Fleischverarbeitung (ohne Konservierung)	Y	
C101_PRS	Preserving of meat and production of meat products	Conservation de la viande et préparation de produits à base de viande	Fleischkonservierung	Y	
C1011	Processing and preserving of meat	Transformation et conservation de la viande de boucherie	Schlachten (ohne Schlachten von Geflügel)	Y	
C1012	Processing and preserving of poultry meat	Transformation et conservation de la viande de volaille	Schlachten von Geflügel	Y	
C1013	Production of meat and poultry meat products	Préparation de produits à base de viande	Fleischverarbeitung	Y	
C102	Processing and preserving of fish, crustaceans and molluscs	Transformation et conservation de poisson, de crustacés et de mollusques	Fischverarbeitung	Y	
C1020	Processing and preserving of fish, crustaceans and molluscs	Transformation et conservation de poisson, de crustacés et de mollusques	Fischverarbeitung	Y	
C102_PRC	Processing of fish, crustaceans and molluscs	Transformation de poisson, de crustacés et de mollusques	Fischverarbeitung (ohne Konservierung)	Y	
C102_PRS	Preserving of fish, crustaceans and molluscs	Conservation de poisson, de crustacés et de mollusques	Fischkonservierung	Y	
C103	Processing and preserving of fruit and vegetables	Transformation et conservation de fruits et légumes	Obst- und Gemüseverarbeitung	Y	
C103_PRC	Processing of fruit and vegetables	Transformation de fruits et légumes	Obst- und Gemüseverarbeitung (ohne Konservierung)	Y	
C103_PRS	Preserving of fruit and vegetables	Conservation de fruits et légumes	Obst- und Gemüsekonservierung	Y	
C1031	Processing and preserving of potatoes	Transformation et conservation de pommes de terre	Kartoffelverarbeitung	Y	
C1032	Manufacture of fruit and vegetable juice	Préparation de jus de fruits et légumes	Herstellung von Frucht- und Gemüsesäften	Y	
C1039	Other processing and preserving of fruit and vegetables	Autre transformation et conservation de fruits et légumes	Sonstige Verarbeitung von Obst und Gemüse	Y	
C104	Manufacture of vegetable and animal oils and fats	Fabrication d'huiles et graisses végétales et animales	Herstellung von pflanzlichen und tierischen Ölen und Fetten	Y	
C104_PRC	Manufacture of vegetable and animal oils and fats (processing)	Fabrication d'huiles et graisses végétales et animales (transformation)	Herstellung von pflanzlichen und tierischen Ölen und Fetten (ohne Konservierung)	Y	
C104_PRS	Manufacture of vegetable and animal oils and fats (preserving)	Fabrication d'huiles et graisses végétales et animales (conservation)	Herstellung von pflanzlichen und tierischen Ölen und Fetten (Konservierung)	Y	
C1041	Manufacture of oils and fats	Fabrication d'huiles et graisses	Herstellung von Ölen und Fetten (ohne Margarine u. ä. Nahrungsfette)	Y	
C1042	Manufacture of margarine and similar edible fats	Fabrication de margarine et graisses comestibles similaires	Herstellung von Margarine u. ä. Nahrungsfetten	Y	
C105	Manufacture of dairy products	Fabrication de produits laitiers	Milchverarbeitung	Y	
C105_PRC	Manufacture of dairy products (processing)	Fabrication de produits laitiers (transformation)	Milchverarbeitung (ohne Haltbarmachung)	Y	
C105_PRS	Manufacture of dairy products (preserving)	Fabrication de produits laitiers (conservation)	Milchverarbeitung (Haltbarmachung)	Y	
C1051	Operation of dairies and cheese making	Exploitation de laiteries et fabrication de fromage	Milchverarbeitung (ohne Herstellung von Speiseeis)	Y	
C1052	Manufacture of ice cream	Fabrication de glaces et sorbets	Herstellung von Speiseeis	Y	
C106	Manufacture of grain mill products, starches and starch products	Travail des grains; fabrication de produits amylacés	Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen	Y	
C106_PRC	Manufacture of grain mill products, starches and starch products (processing)	Travail des grains; fabrication de produits amylacés (transformation)	Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen (ohne Haltbarmachung)	Y	
C106_PRS	Manufacture of grain mill products, starches and starch products (preserving)	Travail des grains; fabrication de produits amylacés (conservation)	Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen (Haltbarmachung)	Y	
C1061	Manufacture of grain mill products	Travail des grains	Mahl- und Schälmühlen	Y	
C1062	Manufacture of starches and starch products	Fabrication de produits amylacés	Herstellung von Stärke und Stärkeerzeugnissen	Y	
C107	Manufacture of bakery and farinaceous products	Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires	Herstellung von Back- und Teigwaren	Y	
C1071	Manufacture of bread; manufacture of fresh pastry goods and cakes	Fabrication de pain et de pâtisserie fraîche	Herstellung von Backwaren (ohne Dauerbackwaren)	Y	
C1072	Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes	Fabrication de biscuits, biscottes et pâtisseries de conservation	Herstellung von Dauerbackwaren	Y	
C1073	Manufacture of macaroni, noodles, couscous and similar farinaceous products	Fabrication de pâtes alimentaires	Herstellung von Teigwaren	Y	
C108	Manufacture of other food products	Fabrication d'autres produits alimentaires	Herstellung von sonstigen Nahrungsmitteln	Y	
C108_PRC	Manufacture of other food products (processing)	Fabrication d'autres produits alimentaires (transformation)	Herstellung von sonstigen Nahrungsmitteln (ohne Haltbarmachung)	Y	
C108_PRS	Manufacture of other food products (preserving)	Fabrication d'autres produits alimentaires (conservation)	Herstellung von sonstigen Nahrungsmitteln (Haltbarmachung)	Y	
C1081	Manufacture of sugar	Fabrication de sucre	Herstellung von Zucker	Y	
C1082	Manufacture of cocoa, chocolate and sugar confectionery	Fabrication de cacao, chocolat et de produits de confiserie	Herstellung von Süßwaren (ohne Dauerbackwaren)	Y	
C1083	Processing of tea and coffee	Transformation du thé et du café	Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz	Y	
C1084	Manufacture of condiments and seasonings	Fabrication de condiments et assaisonnements	Herstellung von Würzmitteln und Soßen	Y	
C1085	Manufacture of prepared meals and dishes	Fabrication de plats préparés	Herstellung von Fertiggerichten	Y	
C1086	Manufacture of homogenised food preparations and dietetic food	Fabrication d'aliments homogénéisés et diététiques	Herstellung von homogenisierten und diätetischen Nahrungsmitteln	Y	
C1089	Manufacture of other food products n.e.c.	Fabrication d'autres produits alimentaires n.c.a.	Herstellung von sonstigen Nahrungsmitteln a. n. g.	Y	
C109	Manufacture of prepared animal feeds	Fabrication d'aliments pour animaux	Herstellung von Futtermitteln	Y	
C109_PRC	Manufacture of prepared animal feeds (processing)	Fabrication d'aliments pour animaux (transformation)	Herstellung von Futtermitteln (ohne Konservierung)	Y	
C109_PRS	Manufacture of prepared animal feeds (preserving)	Fabrication d'aliments pour animaux (conservation)	Herstellung von Futtermitteln (Konservierung)	Y	
C1091	Manufacture of prepared feeds for farm animals	Fabrication d'aliments pour animaux de ferme	Herstellung von Futtermitteln für Nutztiere	Y	
C1092	Manufacture of prepared pet foods	Fabrication d'aliments pour animaux de compagnie	Herstellung von Futtermitteln für sonstige Tiere	Y	
C11	Manufacture of beverages	Fabrication de boissons	Getränkeherstellung	Y	
C110	Manufacture of beverages	Fabrication de boissons	Getränkeherstellung	Y	
C1101	Distilling, rectifying and blending of spirits	Production de boissons alcooliques distillées	Herstellung von Spirituosen	Y	
C1102	Manufacture of wine from grape	Production de vin (de raisin)	Herstellung von Traubenwein	Y	
C1103	Manufacture of cider and other fruit wines	Fabrication de cidre et de vins de fruits	Herstellung von Apfelwein und anderen Fruchtweinen	Y	
C1104	Manufacture of other non-distilled fermented beverages	Production d'autres boissons fermentées non distillées	Herstellung von Wermutwein und sonstigen aromatisierten Weinen	Y	
C1105	Manufacture of beer	Fabrication de bière	Herstellung von Bier	Y	
C1106	Manufacture of malt	Fabrication de malt	Herstellung von Malz	Y	
